show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,IMDB_Rating,year_added
s709,TV Show,Galacticos,,,,2021-05-15,2021,,1 Season,Sports,This three-part documentary series charts Florentino Perezâ first term as president of Real Madrid and the Galactico revolution he oversaw to make Real Madrid the most glamorous and successful football club the world has ever seen.,6.9,2021
s710,Movie,Good Kisser,,,,2021-05-15,2019,,75 min,"Comedy, Drama, LGBTQ+",Kate and Jenna want to spice up their relationship by opening it up to a third and plan a date with the enchanting Mia.,4.4,2021
s713,Movie,Mosquita y Mari,,,,2021-05-15,2012,,85 min,"Drama, LGBTQ+, Romance","This touching coming of age tale follows a pair of Latina teens in Southeast Los Angeles â straight A student Mosquita and struggling tough girl Mari â who begin studying together, then gradually fall in love.",6.3,2021
s714,TV Show,Pride,,,,2021-05-15,2021,TV-MA,1 Season,"Documentaries, LGBTQ+","âPRIDEâ is a six-part documentary series chronicling the struggle for LGBTQ+ civil rights in America from the 1950s through the 2000s. Six renowned LGBTQ+ directors explore heroic and heartbreaking stories that define us as a nation. The limited series spans the FBI surveillance of homosexuals during the 1950s Lavender Scare to the âCulture Warsâ of the 1990s and beyond, exploring the queer legacy of the Civil Rights movement and the battle over marriage equality. The evolution of trans rights and identities through the decades is charted through interviews and archival footage of pioneers including Christine Jorgensen, Flawless Sabrina, Ceyenne Doroshow, Susan Stryker, Kate Bornstein, Dean Spade and Raquel Willis.",7.8,2021
s715,Movie,Reaching for the Moon,,,,2021-05-15,2013,,114 min,"Documentaries, Drama, LGBTQ+",A chronicle of the complicated love affair between Pulitzer Prize-winning American poet (and lesbian) Elizabeth Bishop and acclaimed Brazilian architect Lota de Macedo Soares.,5.4,2021
s716,Movie,The Mountain Between Us,,,,2021-05-15,2017,PG-13,112 min,"Adventure, Drama, Romance",Two strangers embark on a harrowing journey across the wilderness after their plane crashes in a remote mountain area.,6.4,2021
s717,Movie,Tru Love,,,,2021-05-15,2013,,88 min,"Drama, LGBTQ+, Romance","Tru is a serial bed-hopping lesbian who cannot commit to a relationship or a job. Then she meets Alice, a beautiful widow and her good friendâs mother. Tru and Alice strike up an unlikely relationship.",6.5,2021
s718,Movie,UFC 262,,,,2021-05-15,2021,,,Sports,UFC 262,7.3,2021
s720,Movie,MLK/FBI,,,,2021-05-14,2020,,106 min,"Black Stories, Documentaries","Based on recently declassified files, Oscar-nominated filmmaker Sam Pollard explores the US government's surveillance and harassment of Martin Luther King, Jr.",7.0,2021
s721,Movie,Saint Maud,,,,2021-05-13,2019,R,85 min,Horror,"A newly devout hospice nurse, becomes obsessed with saving her dying patient's soul - but sinister forces, and her own sinful past, threaten to put an end to her holy calling.",6.7,2021
s722,Movie,Some Kind of Heaven,,,,2021-05-13,2020,,83 min,Documentaries,"Behind the gates of a palm tree-lined fantasyland, four residents of Americaâs largest retirement community â The Villages, FL â strive to find happiness and meaning.",7.2,2021
s723,TV Show,The Crime of the Century,,,,2021-05-11,2021,,1 Season,Documentaries,"Alex Gibney explores the origins, extent and fallout of America's opioid epidemic in this riveting two-part documentary.",8.1,2021
s724,Movie,Robot & Frank,,,,2021-05-09,2012,PG-13,89 min,"Comedy, Drama, Science Fiction","Set in the near future, Robot & Franke is a buddy caper about an elderly ex-jewel thief and his new caretaker robot.",7.0,2021
s725,Movie,Little Fish,,,,2021-05-07,2020,,101 min,"Drama, Romance, Science Fiction","As a memory loss virus runs rampant, one couple fights to hold their relationship together before the disease can erase all memory of their love in this sweeping sci-fi romance.",6.9,2021
s726,TV Show,Eyewitness to a Pandemic,,,,2021-05-06,2020,,1 Season,Documentaries,"The horror of the COVID-19 pandemic blazed a devastating path around the world, but in the United States, the lethal destructiveness of COVID-19 would first visit New York City. Eyewitness News tells the story in the way that only New York's No. 1 News can in our docuseries, Eyewitness to a Pandemic. Eyewitness News reporter Jim Dolan offers an unflinching look at exactly what happened to New York and its people, at how they bravely faced menace and death, and at how they are marching forward into an uncertain new world, familiar yet full of risk.",5.9,2021
s727,Movie,Looking For Lady Day,,,,2021-05-06,2021,,,Documentaries,"The Legend is wrong: Billie Holiday is neither from Baltimore nor Harlem, but Philadelphia, and throughout her life the city continued to draw her back. Its vibrant jazz scene was a refuge for her, first as a star and then when she was forced out of the spotlight of New York. But it was also the site of some her greatest hardship and humiliation, a place where she was hounded by the law, arrested repeatedly, and sentenced to prison in a trial that made headlines. 6abcâs Tamala Edwards brings Billie and her hometown jazz mecca to life. See the clubs where Lady Day performed, the stages where she sang, the places she lived, and learn why one song â Billie Holidayâs signature tune â brought the wrath of racist lawmen down on her, leaving her with few places where she could feel safe, and few people to trust. Looking for Lady Day: the complicated relationship a genius jazz legend had with the city where she was born.",7.4,2021
s729,Movie,Shadow in the Cloud,,,,2021-05-05,2020,R,83 min,"Action, Adventure, Horror",A female WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,5.0,2021
s730,Movie,Skyfall,,,,2021-05-05,2012,PG-13,143 min,"Action, Adventure, Thriller","Bond's loyalty to M is tested as her past comes back to haunt her. As MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",7.8,2021
s731,TV Show,Deadly Women,,,,2021-05-04,2013,TV-14,6 Seasons,"Crime, Documentaries, Drama","Deadly Women investigates the motives and M.O.'s of female murderers. Two experts sift forensic fact from fanciful fiction. Former FBI agent Candice DeLong offers insight into the psychology of female killers, while Dr. Janis Amatuzio, a forensic pathologist, provides commentary on the evidence that Deadly Women leave behind.",7.9,2021
s732,TV Show,Homicide Hunter,,,United States,2021-05-04,2013,TV-14,7 Seasons,"Crime, Documentaries","Murder changes everything for those left in the wake of the crime, but what about the investigator who solves the heinous crime? Meet Lieutenant Joe Kenda, a 23-year veteran of the Colorado Springs Police Department who reveals the vivid memories of the most disturbing murders that still haunt him to this today.",8.7,2021
s733,Movie,Love Sarah,,,,2021-05-04,2020,,98 min,"Comedy, Romance","A young woman wishes to fulfill her mother's dream of opening her own bakery in Notting Hill, London. To do this, she enlists the help of an old friend and her grandma.",6.1,2021
s734,TV Show,Naked and Afraid,,,United States,2021-05-04,2013,TV-14,2 Seasons,"Adventure, Documentaries, Reality","Strangers find themselves stranded in some of the worldâs most remote areasÂ with no water, no tools â and no clothes.",6.6,2021
s735,TV Show,Pikwik Pack,,,,2021-05-04,2020,TV-Y,1 Season,"Adventure, Kids","Suki the hedgehog, Axel the raccoon, Tibor the hippo and Hazel the cat deliver magical packages filled with love to the kind citizens of Pikwik. Every day, a new surprise package arrives. The team might face rough rapids, stormy skies, or a foggy forest, but when they work together, they always deliver! Each delivery is chock-full of big adventures, silly hijinks, and heartfelt charm that will entertain while underscoring the value of community, responsibility and teamwork.",8.5,2021
s736,Movie,The Legend of Baron To'a,,,,2021-05-03,2020,,106 min,"Action, Comedy","When his late fatherâs championship belt is stolen by a ruthless gang, a displaced Tongan man must defeat the kingpin and get the title back.",6.4,2021
s737,Movie,Flight,,,,2021-05-02,2012,TV-MA,139 min,"Black Stories, Drama, Family","A veteran pilot makes a miraculous landing after a mechanical malfunction sends his plane hurtling toward the ground, but an investigation into the incident reveals that he was drunk at the time.",7.3,2021
s738,Movie,An Elephant's Journey,,,,2021-05-01,2017,PG,90 min,"Adventure, Drama","While living in Africa with his aunt (Elizabeth Hurley), a teen boy (Sam Ashe Arnold) teams up with a huge, friendly elephant to take down a dangerous gang of local poachers.",5.1,2021
s739,TV Show,Are You the One?,,,,2021-05-01,2014,TV-14,3 Seasons,"Reality, Romance","If your perfect match was standing right in front of you, would you even know it? In the most ambitious dating experiment ever attempted, that question will be answered as contestants compete in a series of challenges designed to test the intelligence of their heart. ""Are You The One"" begins by selecting 10 beautiful single women from across the US. Using the most extensive matchmaking process ever seen, 10 men will be found and perfectly matched for these women. But the results aren't revealed to them. Now all 20 people are living together in Hawaii where they share one objective: Find their perfect match. Each week, the group will follow their hearts and lock in a choice of who they think is their perfect match. If all 20 people find their perfect match within 10 tries, they'll all split $1 MILLION!",6.6,2021
s740,TV Show,Bad Girls Club,,,,2021-05-01,2006,TV-14,4 Seasons,"Comedy, Reality","From Bunim-Murray, the producers of ""The Real World"" comes Oxygen's reality series, The Bad Girls Club. These women have issues with anger, trust and control, and claim they want to change. Will living together help them move forward and turn their lives around â or will chaos rule?",5.0,2021
s741,Movie,Blast From the Past,,,,2021-05-01,1999,PG-13,112 min,"Comedy, Romance","After 35 years in a fallout shelter, naive man/child Brendan Fraser comically emerges into the modern world in this comedy.",6.7,2021
s742,TV Show,Blind Date,,,,2021-05-01,2019,TV-14,1 Season,"Comedy, Reality, Romance","In the age of social media where preconceived notions dominate and dating apps thrive on a swipe left or right, hopeful singles looking to form a true connection â or perhaps just any connection â take the ultimate plunge when they embark on a blind date.",5.9,2021
