show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,IMDB_Rating,year_added
s1766,TV Show,Gravity,,,,2020-03-16,2010,TV-MA,1 Season,"Comedy, Drama","""Gravity"" follows the sometimes comic, sometimes tragic exploits of a support group from an eccentric out-patient program of suicide survivors. Unlikely relationships are forged when the colorful cast faces the challenges and opportunities that come along with a second shot at life.",8.9,2020
s1767,TV Show,Yu-Gi-Oh! ARC-V,,,,2020-03-15,2016,TV-Y7,3 Seasons,"Action, Anime, International","Yuya Sakakiâs dream is to follow in his fatherâs footsteps and become the greatest âduel-tainerâ in history â and he just might pull it off when he suddenly discovers Pendulum Summoning, a never-before-seen technique that lets him summon many monsters at once! But when countless rivals emerge to steal his spotlight, Yuya needs to gear up his game because dueling has evolved into a non-stop world of action!",6.0,2020
s1768,Movie,Big Time Adolescence,,,,2020-03-13,2020,R,91 min,Comedy,"A seemingly bright and mostly innocent 16-year-old named Mo (Griffin Gluck) attempts to navigate high school under the guidance of his best friend Zeke (Pete Davidson), an unmotivated-yet-charismatic college dropout. Although Zeke genuinely cares about Mo, things start to go awry as he teaches Mo nontraditional life lessons in drug dealing, partying, and dating. Meanwhile, Moâs well-meaning dad (Jon Cryer) tries to step in and take back the reins of his sonâs upbringing.",6.9,2020
s1769,TV Show,Legion,,,"United States, Canada",2020-03-13,2017,TV-MA,3 Seasons,"Action, Adventure, Drama","LEGION follows the story of David Haller, a troubled young man who may be more than human. Since he was a teenager, David has struggled with mental illness. Diagnosed as schizophrenic, he has been in and out of psychiatric hospitals for years. But after a strange encounter with a fellow patient, David is confronted with the possibility that the voices he hears and the visions he sees might be real.",8.1,2020
s1770,TV Show,Love Island: Australia,,,Australia,2020-03-13,2018,TV-MA,2 Seasons,Reality,"Reality show. Glamorous singles live in a beautiful villa under the watchful gaze of the audience at home, who have the power to decide who stays and who goes.",5.7,2020
s1771,TV Show,Taboo,,,United Kingdom,2020-03-13,2017,TV-MA,1 Season,"Crime, Drama","Adventurer James Keziah Delaney, long believed to be dead, returns home to London from Africa in 1814 in order to inherit his late father's shipping empire. All is not what it seems, however, as Delaney encounters numerous enemies intent on making his life back in the United Kingdom very difficult. Focused on building a shipping empire to rival the imperious East India Company, Delaney's other wish to seek vengeance for his father's death means conspiracy, betrayal and bloodshed are also in the cards. As he works to accomplish that, Delaney must also navigate increasingly complex territories in order to avoid his own death sentence.",8.3,2020
s1772,TV Show,The Bastard Executioner,,,United States,2020-03-13,2015,TV-MA,1 Season,"Action, Adventure, Drama","The Bastard Executioner is a blood-soaked, medieval epic that tells the story of Wilkin Brattle, a 14th century warrior, whose life is forever changed when a divine messenger beseeches him to lay down his sword and lead the life of another man: a journeyman executioner. Set in northern Wales during a time rife with rebellion and political upheaval, Wilkin must walk a tight rope between protecting his true identity while also serving a mysterious destiny.",6.2,2020
s1773,TV Show,Atlanta,,,United States,2020-03-12,2016,TV-MA,2 Seasons,"Black Stories, Comedy, Drama",Young rappers try to build their music careers in Atlanta.,8.6,2020
s1774,TV Show,Better Things,,,United States,2020-03-12,2016,TV-MA,4 Seasons,"Comedy, Drama",Award-winning FX comedy series Better Things centers on a single mom and actress trying to raise her three daughters in Los Angeles.,7.9,2020
s1775,TV Show,Monchhichi,,,,2020-03-12,2019,,1 Season,"Adventure, Comedy, Family","At nightfall you can see stars in the sky and glitter falling over each child as they fall asleep. It all comes from the dream tree factory, a magical place where the sweetest dreams are made. Follow the brave and cute Monchhichi, the sleep custodians as they embark on their magical adventures. And remember, creating sweet dreams is a lot more work than one might think!",6.4,2020
s1776,Movie,Monos,,,"Colombia, Argentina, Netherlands, Germany, Sweden, Uruguay, United States, Switzerland, Denmark, France",2020-03-09,2019,R,103 min,"Adventure, International, Thriller","A young group of soldiers and rebels keep watch over an American hostage, Doctora. After an ambush drives the squadron into the jungle, both the mission and the intricate bonds between the group begin to disintegrate.",6.8,2020
s1777,TV Show,The Most Dangerous Animal of All,,,United States,2020-03-07,2020,TV-14,1 Season,Documentaries,A man who is searching for the father who abandoned him believes his father is one of the most infamous serial killers in American history.,6.3,2020
s1779,TV Show,Hillary,,,,2020-03-06,2020,TV-MA,1 Season,Documentaries,"EMMYÂ® NOMINATED A remarkably intimate portrait of a public woman, Hillary interweaves revealing moments from never-before-seen 2016 campaign footage with biographical chapters of her life. Featuring exclusive interviews with Hillary Rodham Clinton herself, Bill Clinton, Chelsea Clinton, friends, and journalists, the series examines how she became at once one of the most admired and vilified women in the world.",7.0,2020
s1781,Movie,Knives and Skin,,,United States,2020-03-06,2019,112 min,,"Drama, Horror, Mystery","A small-town collapses into disarray after a teenage girl goes missing and her friends and their families become ensnared in a web of lies, suspicion, and depravity.",5.2,2020
s1782,TV Show,Devs,,,"United Kingdom, United States",2020-03-05,2020,TV-MA,1 Season,"Drama, Science Fiction, Thriller","In Devs, an FX limited series, a young software engineer, Lily Chan, investigates the secret development division of her employer, a cutting-edge tech company based in Silicon Valley, which she believes is behind the murder of her boyfriend. Devs stars Sonoya Mizuno as âLily Chan;â Nick Offerman as âForest,â the CEO of Amaya; Jin Ha as âJamie,â Lilyâs former boyfriend; Karl Glusman as âSergei,â Lilyâs boyfriend; Zach Grenier as âKenton,â Amayaâs Head of Security; Stephen McKinley Henderson as âStewart,â one of the top minds working in Amayaâs secret development division; Cailee Spaeny as the young, brilliant âLyndon;â and Alison Pill as âKatie,â the gifted quantum physicist and second in command at Amaya. Alex Garland writes, directs and serves as executive producer of Devs along with Andrew Macdonald and Allon Reich of DNA TV, Scott Rudin, Eli Bush and Garrett Basch. The series is produced by FX Productions.",7.6,2020
s1783,TV Show,Defining Moments with OZY,,,United States,2020-03-04,2020,TV-14,1 Season,Documentaries,"No one starts out on top, even if it seems like they did. No matter how high theyâve climbed, the most successful people have all struggled on their journey to greatness. Theyâve all had moments of fear and doubt. Theyâve all thought about giving up. Theyâve all had Defining Moments. Get ready to see some of the most inspiring, groundbreaking, ballsy, and fascinating people â getting raw, vulnerable, and real about their path to success. Defining Moments, exclusively on Hulu, features in-depth interviews that delve into topics rarely discussed by public figures like identity, family, and dignity. Most importantly, youâll learn how they overcame in moments of adversity, emerging stronger and more resolved than ever to keep going. No matter where you come from or who you long to be, Defining Moments will encourage you to find your voice and follow your dreams, no matter what.",8.1,2020
s1784,TV Show,Flesh And Bone (TV),,,,2020-03-02,2015,TV-MA,1 Season,"Drama, Lifestyle & Culture","""Flesh and Bone"" follows a young ballet dancer, Claire, who has a distinctly troubled past, as she joins a prestigious ballet company in New York. The dark, gritty, complex series unflinchingly explores the dysfunction and glamour of the ballet world and New York's inherent drama. Claire is emotionally wounded, sexually damaged, and possesses self-destructive tendencies amid her vaulting ambitions. She is a transcendent ballerina, but her inner torment and aspirations drive her in compelling, unforeseeable ways, especially when confronted with the machinations of the company's mercurial Artistic Director, and an unwelcome visitor from her past.",7.8,2020
s1785,TV Show,It's Always Sunny in Philadelphia,,,United States,2020-03-02,2005,TV-MA,14 Seasons,"Comedy, Sitcom","It's Always Sunny in Philadelphia features Mac, Dennis, Charlie, Sweet Dee and Frank, five neâer-do-wells who own and operate Paddyâs Pub in Philadelphia. Their constant scheming usually lands them in a world of hurt, yet they never seem to learn from their mistakes. As they say, some things never change. So prepare for more depraved schemes, half-baked arguments, and absurdly underhanded plots to subvert one another.",8.8,2020
s1786,TV Show,Life in Pieces,,,United States,2020-03-02,2015,TV-PG,4 Seasons,"Comedy, Sitcom","Life in Pieces is a comedy about one big happy family and its sometimes awkward, often hilarious and ultimately beautiful milestone moments as told by its various members.",8.0,2020
s1787,TV Show,Snowfall,,,United States,2020-03-02,2017,TV-MA,4 Seasons,"Black Stories, Drama",Snowfall is a one-hour drama set against the infancy of the crack cocaine epidemic and its ultimate radical impact on the culture as we know it.,8.4,2020
s1789,TV Show,Hawthorne,,,,2020-03-01,2009,TV-14,3 Seasons,Drama,"Richmond Trinity Hospital's Chief Nursing Officer Christina Hawthorne loves her job, despite the long days and nights she spends on the hospital's front lines. She does everything possible to help her patients and defend her staff, even if that means violating protocol or taking on doctors or administrators who sometimes lose sight of a hospital's true purpose. But her intense focus at work comes with a cost to her personal life, now that she's a single mother â her husband recently lost a battle with cancer â trying to raise a rebellious teenage daughter.",6.0,2020
s1790,TV Show,OK K.O.! Let's Be Heroes,,,,2020-03-01,2013,TV-G,3 Seasons,"Adventure, Family, Kids",OK K.O.! Let's Be Heroes is an American animated series created by Ian Jones-Quartey and based on his pilot short Lakewood Plaza Turbo.,6.8,2020
s1791,TV Show,Nip/Tuck,,,United States,2020-02-27,2003,TV-MA,6 Seasons,"Drama, Romance","This drama is set in a south Florida plastic surgery center, McNamara-Troy, centering around the two doctors who own it. Sean McNamara (Dylan Walsh) is having problems at home, trying to patch up the rocky road him and his wife Julia (Joely Richardson) are experiencing. On the other hand, sex-craved Christian Troy (Julian McMahon) uses his charm to bring in potential female candidates and conducts shady business deals, often for the love of money.",7.7,2020
s1792,TV Show,Ãltimo Tren A Rusia,,,,2020-02-25,2017,,1 Season,"Documentaries, Sports","El Ãºltimo tren a Rusia capta la cultura, la gente y las costumbres del paÃ­s anfitriÃ³n del Mundial 2018.",9.0,2020
s1793,TV Show,Bless This Mess,,,United States,2020-02-24,2019,TV-PG,2 Seasons,"Comedy, Sitcom","Newlyweds Rio and Mike make the decision to move from big city New York to rural Nebraska. After dropping everything (including their jobs and overbearing mother-in-law) to make the move from skyscrapers to farmhouses, they soon realize that the simpler life isnât as easy as they planned. Rio and Mike must now learn how to weather the storm as they are faced with unexpected challenges in their new life as farmers.",6.9,2020
s1794,TV Show,Bad Banks,,,"Germany, Luxembourg",2020-02-21,2018,TV-14,2 Seasons,"Drama, International, Thriller","After being wrongly fired from CrÃ©dit International, a prestigious Investment bank in Luxembourg, Jana Liekam, a talented young investment banker, is offered a dream-job in Frankfurt under the supervision of prominent Gabriel Fenger, Head of Investment Banking at Deutsche Invest. Suddenly, Jana not only had to give up her job, but also leave her boyfriend and his 5-year-old daughter behind. While Jana quickly manages to impress Fenger and his team with her passion and ambition, she realizes only too late that Christelle Leblanc, her former boss at CrÃ©dit International, has secretly been pulling the strings and manipulating Jana to her own advantage. Soon, Jana finds herself torn between her new obligations and Leblancâs relentless blackmailâ¦will she and her career survive this merciless powerplay?",7.8,2020
s1795,TV Show,Britain's Best Home Cook,,,United Kingdom,2020-02-21,2018,TV-G,2 Seasons,"Cooking & Food, Lifestyle & Culture, Reality","Mary Berry, Dan Doherty and Chris Bavin search for the nation's best home cook.",7.8,2020
s1796,Movie,After Parkland,,,United States,2020-02-19,2019,92 min,,Documentaries,In the days after the shooting at Marjory Stoneman Douglas High School in 2018 that killed 17 people and launched a nationwide student movement. filmmakers embedded with students and families whose lives were forever transformed.,6.3,2020
s1797,Movie,Getaway,,,"United States, Bulgaria",2020-02-19,2013,PG-13,90 min,"Action, Adventure, Horror",A washed-up race car driver finds himself in a race against time to save his abducted wife in this heart-pounding thriller.,5.8,2020
s1798,Movie,Guardians of the Amazon,,,,2020-02-19,2020,,,Documentaries,"As the Amazon Rain Forest faces a crucial tipping point amidst the increase of illegal logging activities, Dan Harris and his team embed with the Guardians, a small indigenous group taking up arms to hunt down illegal loggers and fight for their land.",7.2,2020
s1799,Movie,And So It Goes,,,United States,2020-02-15,2014,PG-13,94 min,"Comedy, Drama, Romance",A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,5.9,2020
s1800,Movie,Oculus,,,United States,2020-02-15,2013,R,104 min,"Horror, Thriller","A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.",6.5,2020
s1801,Movie,Racetime,,,Canada,2020-02-14,2018,PG,90 min,"Action, Adventure, Comedy","After losing a rigged sled race, Frankie challenges newcomer Zac to one last showdown. With the stakes higher than ever, Zac will stop at nothing to win the race.",5.5,2020
s1802,Movie,Radioflash,,,United States,2020-02-14,2019,103 min,,"Action, Adventure, Horror","In the aftermath of an apocalyptic power outage, a young woman encounters the horrors awaiting her in the darkness as she tries to reunite her family and fight for survival.",4.8,2020
s1803,TV Show,The Other Guy,,,Australia,2020-02-14,2017,TV-PG,2 Seasons,"Comedy, Drama, International","A successful radio host finds himself unexpectedly back in the dating pool for the first time in a decade, when he discovers his long-term girlfriend has been having an affair with his best friend.",6.6,2020
s1804,TV Show,Utopia Falls,,,Canada,2020-02-14,2020,TV-PG,1 Season,"Black Stories, Drama, Kids","In a genre bending take on a coming of age story, a group of teens in a distant future colony uncover an ancient forbidden archive of historical, cultural and musical relics. This discovery forces them to question everything theyâve been taught, and use the power of music to ignite change in their reality to expose the truth.",5.3,2020
s1805,Movie,Sea of Shadows,,,"Austria, Australia, Germany, United States",2020-02-11,2019,TV-14,105 min,"Crime, Documentaries, Drama",Sea of Shadows uncovers a black market that threatens the extinction of the vaquita.,7.3,2020
s1806,Movie,Alive,,,,2020-02-09,2019,TV-PG,67 min,Documentaries,Alive follows the journeys of a number of veterans who turn to adaptive athletics to help them heal both physically and emotionally from their battle wounds.,7.1,2020
s1807,TV Show,Smile Down the Runway,,,,2020-02-09,2020,,1 Season,"Anime, Drama, International",Chiyuki was told she was too short to walk the Paris runway. Ikuto's family duties are hampering his desire to be a fashion designer. They will need to forge their own paths if they want to see their dreams realized.,7.4,2020
s1808,TV Show,Wrong Man,,,,2020-02-09,2018,TV-MA,2 Seasons,"Black Stories, Crime, Documentaries","In ""Wrong Man,"" a series by award-winning filmmaker Joe Berlinger, a team of esteemed experts re-investigate the cases of three inmates who have been locked up for decades and claim they're innocent.",7.4,2020
s1809,Movie,Infinite Dendrogram,,,Japan,2020-02-08,2020,1 Season,,"Anime, Science Fiction","Reiji Mukudori has entered the VRMMO world of Infinite Dendrogram where anything is possible. After being welcomed into the game by his brother Shuu, he discovers that war is coming. Can he and Shuu save their fellow PCs from annihilation?",6.0,2020
s1810,TV Show,Toilet-bound Hanako-kun,,,,2020-02-08,2020,,1 Season,"Anime, Comedy, Science Fiction","Investigating one of Kamome Academy's rumors led to young Nene accidentally being linked to the ghost of Hanako-kun. Now the pair are trying to keep things civil between student and supernatural, but mischief always seems to find them!",7.5,2020
s1811,Movie,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",,,Japan,2020-02-07,2020,1 Season,,"Anime, International","Maple doesn't want to experience pain in the VRMMO game she started playing, so she puts all her skill points into defense until she can't even move. Somehow it works better than anyone expected. Now she's got followers??",7.4,2020
s1812,Movie,My Valentine,,,,2020-02-07,2020,TV-MA,79 min,"Horror, Thriller","A pop singerâs songs and artistic identity have been stolen by her ex-boyfriend/manager â and shamelessly pasted onto his new girlfriend/protÃ©gÃ©. Locked together in a small concert venue after hours, the three of them confront the emotional abuses of the pastâ¦until things turn violent.",5.4,2020
s1813,Movie,Plunderer,,,Japan,2020-02-07,2020,1 Season,,"Action, Adventure, Anime","In the world of Alcia, everyone has a number seared onto their body. This ""Count"" either goes up or down, dependent upon how a person chooses to live. But no one wants to reach 0. Because if you do, you'll be sent to the Abyss!",6.5,2020
s1814,Movie,Angel of Mine,,,"Australia, United States",2020-02-06,2019,R,98 min,"Drama, Horror, Mystery","In this intense thriller, Noomi Rapace stars as a woman on the edge who believes the daughter of a neighbor is actually her own.",6.3,2020
s1815,TV Show,Mamon,,,,2020-02-06,2015,TV-MA,1 Season,"Crime, Drama, Thriller",A six-part thriller following a journalist's quest to expose corruption at a prominent energy company.,7.3,2020
s1816,Movie,Sorcerous Stabber Orphen,,,Japan,2020-02-06,2020,1 Season,,"Action, Adventure, Anime","From Studio DEEN (Fate/stay night) comes a remake celebrating the 25th anniversary of the series! Orphen is a powerful sorcerer whose sis was turned into a dragon. He'll stop at nothing to find her, even if he has to go it alone.",5.6,2020
s1817,Movie,The Cave,,,"Denmark, Germany, France, United Kingdom, United States, Qatar, Syria",2020-02-06,2019,TV-14,97 min,Documentaries,"The Cave paints a stirring portrait of courage, resilience and female solidarity inside a subterranean hospital in Syria run by a young, female pediatrician.",5.1,2020
s1818,Movie,Wrinkles the Clown,,,United States,2020-02-06,2019,78 min,,"Comedy, Documentaries, Horror","It started with a YouTube video: a sleeping child, oblivious to the clown slowly emerging from under her bed. Soon, more mysterious videos surfaced. Wrinkles The Clown explores the internet phenomenon and the hysteria it inspired.",4.9,2020
s1819,TV Show,Basketball: A Love Story,,,,2020-02-05,2018,TV-G,1 Season,"Documentaries, Sports","A series of short stories that feature interviews with basketball's most prominent figures and explores the complex nature of love as it relates to the game. With insights and perspectives about race, politics, media, business, and entertainment.",8.4,2020
s1820,Movie,Princess Cyd,,,United States,2020-02-05,2017,97 min,,"Drama, LGBTQ+, Romance","Eager to escape life with her single father, 16-year-old athlete Cyd visits her novelist aunt in Chicago over the summer. There, she falls for a girl in the neighborhood, while she and her aunt gently challenge each other in the realms of sex and spirit.",6.7,2020
s1821,Movie,UFC 246,,,,2020-02-03,2020,TV-14,,Sports,Get ready for the UFC 246 Main Event on ESPN+ PPV with a collection of Conor McGregorâs and Donald âCowboyâ Cerroneâs best moments. Main Card Live on Saturday January 18th at 10PM ET on ESPN+ PPV.,7.0,2020
s1824,Movie,Adam,,,United States,2020-02-01,2019,96 min,,"Comedy, LGBTQ+","Directed by trans filmmaker Rhys Ernst, this adaptation tells the thought-provoking story of a cisgender male, who, after falling in love with a lesbian, goes on a journey of learning about LGBTQ culture.",7.7,2020
s1825,Movie,All About E,,,Australia,2020-02-01,2015,97 min,,"Comedy, Drama, LGBTQ+","A sexy young DJ, E, and her gay best friend, Matt, are forced to run when E stumbles on some cash. But E finds she has burnt too many bridges and there is nowhere to run but outback Australia into the arms of the ex-girlfriend, Trish, who broke her heart.",8.2,2020
s1826,Movie,Cherry Pop,,,United States,2020-02-01,2017,78 min,,"Comedy, LGBTQ+, Music","Cherry Pop, directed by Assaad Yacoub, follows one wild, crazy night at a drag club, where the matriarch of the show Zaza refuses to come out of her dressing room, while a young newcomer, The Cherry, is tormented by the regular troupe of back-stabbing queens.",4.6,2020
s1827,Movie,Getting Go: The Go Doc Project,,,United States,2020-02-01,2013,91 min,,"Drama, LGBTQ+","After becoming infatuated with a hunky New York go-go dancer, college boy Doc devises a plan to get close to his crush by asking him to be the main subject in a makeshift documentary.",6.9,2020
s1828,Movie,Henry Gamble's Birthday Party,,,United States,2020-02-01,2015,87 min,,"Drama, LGBTQ+","Henry Gamble is turning 17 today. As Henry treads through various sexual possibilities trying to finally come into his own, so too do the adults and teenagers at the party.",6.1,2020
s1829,TV Show,Howards End,,,,2020-02-01,2017,TV-14,1 Season,"Drama, History",The Schlegel sisters are two independent and unconventional sisters seeking love and meaning as they navigate an ever-changing world.,7.4,2020
s1830,Movie,Liz in September,,,Venezuela,2020-02-01,2014,93 min,,"Drama, LGBTQ+, Romance","Every year, Liz, a hardcore party girl and womanizer, celebrates her birthday with her friends at a Caribbean beach retreat. This year is different.",6.0,2020
s1831,Movie,Naz & Maalik,,,United States,2020-02-01,2015,85 min,,"Action, Adventure, Black Stories",Two closeted teens from Bed-Stuy unwittingly find themselves in the crosshairs of the War on Terror when surveillance footage of their secretive behavior is wildly misinterpreted in this smart indie comedy.,5.6,2020
s1832,Movie,The Girl King,,,"Finland, Germany, Canada, Sweden, France",2020-02-01,2015,106 min,,"Drama, History, LGBTQ+","Swedenâs Queen Kristina, a flamboyant and unpredictable woman who ascended the throne at age six, was raised as a prince and strived to bring peace and education to her country â all while pursuing an illicit romance with her female royal attendant.",5.9,2020
s1833,Movie,Those People,,,United States,2020-02-01,2015,89 min,,"Drama, LGBTQ+, Romance","On Manhattanâs gilded Upper East Side, Charlie, a young painter, finds the man of his dreams in Tim, an older pianist from across the globe.",6.5,2020
s1834,Movie,Where We Go from Here,,,United States,2020-02-01,2019,90 min,,"Drama, LGBTQ+","Three acts of terror disrupt ordinary lives. A teacher dealing with domestic abuse finds even greater violence at school. Two lovers drifting apart may be separated by the hate of another. And, friends on a night out are caught up in brutal madness",5.1,2020
s1835,TV Show,Blast of Tempest,,,Japan,2020-01-31,2012,TV-14,1 Season,"Adventure, Anime, International","The Kusaribe family is a family of sorcerers under the protection of the âTree of Origins.â Their princess, Hakaze Kusaribe, was the greatest sorceress of their family. But Samon Kusaribe, a member of their family seeking to resurrect the âTree of World's End,â a tree that opposes the âTree of Originsâ and controls the power of destruction, stuffs her into a barrel, and banishes her to a deserted island. From the deserted island, she sends a message out to sea, which is picked up by Mahiro Fuwa, a young boy who's sworn vengeance upon the criminal who killed his little sister, Aika. Mahiro agrees to help Hakaze under the condition that she find Aika's killer with her magic. But once Mahiro's best friend and Aika's lover, Yoshino Takigawa is rescued from danger, he too gets dragged into this tale of revenge.",7.4,2020
s1836,TV Show,Blue Exorcist,,,Japan,2020-01-31,2011,TV-14,1 Season,"Action, Adventure, Anime","Rin, along with his twin brother Yukio Okumura are raised by an eminent priest, Shiro Fujimoto, but one day Rin discovers that their biological father is actually Satan! As the border between âAssiahâ (the human world) and âGehennaâ (demonâs world) is intruded upon by evils, Rin vows to become the ultimate exorcist to defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",7.4,2020
s1837,TV Show,Charlotte,,,Japan,2020-01-31,2015,TV-14,1 Season,"Anime, Drama, Science Fiction","Very few adolescent boys and girls have an onset of special abilities. Yu Otosaka is one such man who uses his ability unbeknownst to others in order to lead a satisfying school life. Then one day, a girl named Nao Tomori suddenly appears before him. Their encounter reveals the destiny for wielders of special abilities. This is a story written by Jun Maeda (Angel Beats!, Clannad, Kanon) of those gifted youth and how they spend their days of adolescenceâ¦",7.5,2020
s1838,TV Show,Durarara!!,,,Japan,2020-01-31,2010,TV-14,1 Season,"Action, Adventure, Anime","Mikado Ryugamine moves to Ikebukuro, Tokyo and enters school there. According to his childhood friend, Masaomi, there are two untouchable men in the area. After Mikado sees a jet black motorcycle with a headless ride, a series of random attacks and events begin to occur on the streets of Ikebukuro.",7.8,2020
s1839,TV Show,Durarara!!x2,,,Japan,2020-01-31,2015,TV-14,1 Season,"Anime, Drama, International","Half a year after the turmoil that rocked the entire city of Ikebukuro, peace has once again returned to the city and people are living each day normally. The high schools students enjoy their days of youth as the strongest and most dangerous man of Ikebukuro works diligently. The informant plots a new scheme and the headless rider is pursued by the cops as she rides through the night... But soon this normal will be cut short by the abnormal. Slowly but surely, the unknown will seize the city and face an all new storm.",7.7,2020
s1840,TV Show,Erased,,,Japan,2020-01-31,2016,TV-14,1 Season,Anime,"Satoru Fujinuma is a young manga artist struggling to make a name for himself following his debut. But, that was not the only thing in his life that Satoru was feeling frustrated about...he was also living with a strange condition only he was able to experience. REVIVAL - A strange phenomenon where one is transferred back to the moment right before something life-threatening occurs. This continues to happen until the cause of the threat is erased. It is as if somebody is forcing Satoru to stop it from happening. Then one day, everything is changed! What truths are revealed when Satoru comes face to face with his own past? How will they affect his future?",8.4,2020
s1841,TV Show,Fate/stay night [Unlimited Blade Works],,,Japan,2020-01-31,2014,TV-14,2 Seasons,"Action, Adventure, Anime","Fuyuki City â a city surrounded by the ocean and the mountains becomes the setting for an age-old ritual. To realize the mythical Holy Grail, which is said to grant any wish from its possessor, seven masters are given seven heroic spirits chosen by the Grail. These heroic spirits or servants are: ""Saber,"" ""Lancer,"" ""Archer,"" ""Rider,"" ""Caster,"" ""Assassin,"" ""Berserker."" Each master will enter into a contract with their assigned servants and battle the other masters and servants to the death until only one pair remainsâ¦ This is the âHoly Grail War.â The Battle Begins Fall 2014. ãUnlimited Blade Worksã This story focuses primarily on the heroine Rin Tohsaka. After her fatherâs death, Rin enters the Holy Grail War as the sole heir to the prestigious Tohsaka Household, with her servant Archer. But, she soon finds out that Shirou Emiya, a boy from her high school has gotten himself involved in the battles and unexpectedly saves him when he is fatally injured. Before long, Rin sets out to strike down the conspiracies surrounding the Holy Grail War along with Shirou and his summoned servant Saber. And so, the story begins to explore the truth behind Shirouâs powers and the nature behind his unyielding will to become a âhero.â",8.0,2020
s1842,TV Show,Fate/Zero,,,Japan,2020-01-31,2011,TV-14,2 Seasons,"Action, Adventure, Anime","""This is the story that goes back to zero, back to the beginning.The ultimate battle royal, in which seven Masters vying for control of the miracle-granting Holy Grail summon seven Servants and fight until only one remains... The Holy Grail War.After three inconclusive wars, the fuse has now been lit once again for the fourth time.The Mages rush to the battleground of Fuyuki, each with long-held dreams of victory riding on their shoulders. However, among them is one man who can see no meaning in his own struggle. His name is Kirei Kotomine.Unable to comprehend fate's plan for him, Kirei is constantly plagued with doubt and uncertainty as to why a Command Seal has been granted to him. Before long, however, his destiny to fight causes him to cross paths with an old enemy.This enemy is Kiritsugu Emiya.Harder than anyone else, more merciless than anyone else, he is a man who covets the cup of miracles.This is the reality of the 4th Holy Grail War that was held 10 years ago that was only alluded to in the wildly popular game, Fate/stay night. What really happened in the fight between Shiro's foster father, Rin's father, and a young Kirei Kotomine will be revealed here!""",8.2,2020
s1843,TV Show,Fullmetal Alchemist: Brotherhood,,,Japan,2020-01-31,2009,TV-14,1 Season,"Action, Adventure, Anime","Brothers Edward and Alphonse Elric hoped to resurrect their motherâs corpse when they attempted human transmutation, but their reckless defiance of alchemyâs Law of Equivalent Exchange resulted in no miraculous reunion. Their experimentation with forbidden science plunged the boys into a hellish nightmare; half of Edâs limbs were torn from his body, and Al awoke to discover his young soul transferred to a suit of armor. There is but one way the Elrics can restore what was lost - find the fabled Philosopherâs Stone. In a land marred by war and persecution, where truth comes only with tragedy, they undertake their desperate search. Every step closer to the mythical Philosopherâs Stone brings the broken brothers deeper into the darkest shadows of reality. Sinful abominations, both unnatural and human, will try to keep the boys from their redemption - but the Elrics must forge ahead if despair is to be transmuted into peace.",9.1,2020
s1844,TV Show,Gurren Lagann,,,,2020-01-31,2008,TV-14,1 Season,"Action, Adventure, Anime","In a bleak future where humanity is forced to live underground, a fourteen year-old boy named Simon is assigned the task of digging tunnels to expand his village. But Simon stumbles across a fantastic device, and with the help of many other friends, they use the robots power to fight against their oppressors and take back the surface.",8.3,2020
s1845,TV Show,Kill la Kill,,,Japan,2020-01-31,2013,TV-MA,1 Season,Anime,"Ryuko Matoi is a vagrant school girl traveling from place to place searching for clues to the truth behind her father's death - the ""woman with the scissor blade."" The journey had led Ryuko to Honnouji Academy. Honnouji Academy - where an elite group of students is granted superhuman powers by their special uniforms called the ""Goku Uniform."" With the power of the uniform, the student body president, Satsuki Kiryuin rules the students with unquestioned power and fear. Satsuki holds the secret to the ""scissor blade"" and Ryuko confronts Satsuki to gain information butâ¦ Was their encounter a mere coincidence or fate? The clash between the two will soon consume the whole academy!",7.9,2020
s1846,TV Show,Magi,,,,2020-01-31,2013,TV-14,1 Season,"Action, Adventure, Anime","A young boy, Aladin, travels a mysterious continent that is home to a mysterious ruin known as the âDungeon,â in which great treasure is said to lay hidden. During his travels, the young boy meets Alibaba, and together they attempt to clear the âDungeonâ in order to claim the treasures within. As their quest brings about new encounters and farewells, Aladin will come to learn of his true destiny.",7.8,2020
s1847,TV Show,Magi 2,,,,2020-01-31,2012,TV-14,1 Season,"Action, Adventure, Anime","A young boy, Aladin, travels a mysterious continent that is home to a mysterious ruin known as the âDungeon,â in which great treasure is said to lay hidden. During his travels, the young boy meets Alibaba, and together they attempt to clear the âDungeonâ in order to claim the treasures within. As their quest brings about new encounters and farewells, Aladin will come to learn of his true destiny.",7.9,2020
s1848,Movie,My little Pony Crystal Princess: The Runaway Rainbow en EspaÃ±ol,,,,2020-01-31,2006,G,46 min,Kids,"La celebraciÃ³n del arcoÃ­ris se acerca, asÃ­ que todos en Ponyville se preparan y esperan el primer arcoÃ­ris de la temporada.",5.1,2020
